0,7
1,7
2,15
3,7
4,6
5,17
6,11
7,13
8,8
9,14
10,8
11,9
12,7
13,6
14,8
15,13
16,14
17,10
18,9
19,13
20,16
21,5
22,11
23,9
24,6
25,9
26,13
27,7
28,11
29,12
30,10
31,13
32,7
33,9
34,10
35,9
36,10
37,7
38,13
39,16
40,14
41,10
42,12
43,12
44,13
45,10
46,11
47,14
48,19
49,9
50,8
51,8
52,11
53,14
54,7
55,8
56,7
57,12
58,10
59,24
60,11
61,7
62,7
63,12
64,13
65,7
66,12
67,14
68,12
69,11
70,9
71,16
72,16
73,9
74,14
75,12
76,12
77,12
78,12
79,15
80,14
81,14
82,7
83,15
84,11
85,8
86,11
87,7
88,12
89,8
90,15
91,16
92,9
93,12
94,11
95,11
96,20
97,13
98,13
99,7
100,12
101,12
102,11
103,12
104,9
105,19
106,13
107,14
108,7
109,6
110,17
111,11
112,9
113,16
114,14
115,9
116,7
117,8
118,13
119,12
120,15
121,9
122,9
123,14
124,7
125,8
126,10
127,21
128,10
129,12
130,14
131,15
132,16
133,8
134,9
135,10
136,11
137,13
138,8
139,10
140,5
141,6
142,8
143,11
144,11
145,12
146,6
147,8
148,12
149,7
150,10
151,15
152,7
153,8
154,14
155,18
156,10
157,16
158,9
159,14
160,12
161,12
162,17
163,14
164,10
165,6
166,11
167,16
168,4
169,14
170,10
171,6
172,15
173,15
174,11
175,13
176,17
177,8
178,12
179,9
180,16
181,14
182,19
183,16
184,12
185,12
186,12
187,18
188,7
189,6
190,9
191,7
192,9
193,8
194,18
195,11
196,6
197,6
198,12
199,8
200,8
201,12
202,11
203,7
204,13
205,11
206,7
207,9
208,10
209,9
210,5
211,16
212,8
213,11
214,12
215,13
216,10
217,20
218,12
219,8
220,6
221,18
222,19
223,14
224,15
225,12
226,14
227,12
228,8
229,18
230,8
231,10
232,13
233,14
234,17
235,14
236,14
237,14
238,17
239,12
240,6
241,11
242,9
243,13
244,8
245,33
246,8
247,6
248,19
249,13
250,6
251,15
252,13
253,13
254,5
255,7
256,7
257,7
258,9
259,7
260,13
261,13
262,20
263,7
264,10
265,8
266,6
267,14
268,13
269,7
270,8
271,13
272,8
273,16
274,11
275,14
276,19
277,8
278,8
279,8
280,15
281,6
282,16
283,9
284,10
285,5
286,12
287,8
288,5
289,6
290,7
291,11
292,14
293,14
294,11
295,10
296,10
297,6
298,13
299,12
300,14
301,11
302,9
303,7
304,12
305,14
306,10
307,17
308,10
309,10
310,5
311,10
312,12
313,8
314,16
315,8
316,14
317,18
318,10
319,15
320,11
321,10
322,7
323,15
324,14
325,9
326,17
327,11
328,7
329,6
330,14
331,9
332,14
333,15
334,12
335,15
336,14
337,14
338,10
339,11
340,16
341,10
342,10
343,16
344,7
345,5
346,7
347,6
348,8
349,6
350,15
351,11
352,11
353,15
354,14
355,14
356,15
357,14
358,9
359,11
360,20
361,10
362,15
363,13
364,11
365,15
366,11
367,15
368,11
369,9
370,10
371,10
372,25
373,9
374,7
375,11
376,16
377,13
378,7
379,7
380,13
381,8
382,5
383,7
384,10
385,15
386,16
387,8
388,13
389,11
390,11
391,3
392,9
393,15
394,7
395,10
396,8
397,7
398,14
399,15
400,6
401,13
402,6
403,13
404,10
405,8
406,8
407,12
408,9
409,7
410,9
411,9
412,13
413,28
414,7
415,17
416,8
417,15
418,11
419,5
420,11
421,14
422,7
423,7
424,11
425,13
426,10
427,12
428,8
429,12
430,12
431,14
432,7
433,23
434,14
435,17
436,16
437,15
438,11
439,16
440,15
441,6
442,18
443,17
444,10
445,14
446,13
447,7
448,12
449,15
450,9
451,14
452,14
453,9
454,13
455,11
456,16
457,6
458,11
459,9
460,11
461,13
462,10
463,14
464,10
465,12
466,10
467,9
468,9
469,12
470,14
471,7
472,13
473,9
474,17
475,10
476,14
477,9
478,10
479,9
480,5
481,14
482,23
483,5
484,18
485,4
486,7
487,14
488,7
489,9
490,11
491,6
492,13
493,9
494,18
495,10
496,10
497,13
498,15
499,11
500,6
501,7
502,13
503,7
504,6
505,9
506,15
507,14
508,12
509,10
510,12
511,10
512,11
513,3
514,12
515,12
516,11
517,13
518,14
519,12
520,11
521,13
522,8
523,7
524,11
525,12
526,12
527,7
528,23
529,15
530,12
531,13
532,7
533,9
534,10
535,8
536,10
537,15
538,10
539,2
540,10
541,10
542,13
543,12
544,10
545,11
546,14
547,12
548,11
549,13
550,16
551,12
552,14
553,11
554,19
555,10
556,13
557,5
558,11
559,6
560,14
561,9
562,13
563,10
564,12
565,10
566,11
567,15
568,13
569,10
570,9
571,16
572,8
573,6
574,12
575,16
576,13
577,8
578,7
579,9
580,10
581,6
582,14
583,12
584,6
585,12
586,9
587,3
588,28
589,8
590,7
591,12
592,17
593,9
594,14
595,9
596,10
597,15
598,16
599,6
600,7
601,5
602,13
603,14
604,16
605,26
606,13
607,21
608,6
609,11
610,11
611,12
612,15
613,8
614,15
615,2
616,8
617,4
618,8
619,4
620,12
621,8
622,9
623,13
624,10
625,11
626,6
627,10
628,7
629,12
630,12
631,14
632,6
633,16
634,8
635,15
636,10
637,15
638,13
639,13
640,10
641,12
642,8
643,17
644,15
645,11
646,13
647,14
648,7
649,10
650,5
651,6
652,19
653,15
654,11
655,12
656,16
657,7
658,13
659,12
660,11
661,7
662,16
663,4
664,5
665,8
666,7
667,5
668,15
669,13
670,4
671,16
672,13
