0,45
1,29
2,56
3,5
4,55
5,18
6,31
7,82
8,17
9,31
10,35
11,15
12,41
13,33
14,79
15,5
16,27
17,27
18,16
19,33
20,52
21,37
22,80
23,72
24,25
25,19
26,32
27,69
28,15
29,9
30,40
31,28
32,128
33,26
34,22
35,30
36,16
37,7
38,21
39,43
40,30
41,165
42,18
43,36
44,19
45,6
46,41
47,28
48,22
49,20
50,28
51,34
52,51
53,46
54,21
55,11
56,102
57,96
58,146
59,121
60,18
61,21
62,14
63,42
64,34
65,19
66,74
67,13
68,37
69,101
70,5
71,65
72,33
73,16
74,23
75,66
76,29
77,72
78,35
79,52
80,19
81,35
82,15
83,18
84,41
85,21
86,43
87,13
88,57
89,46
90,16
91,98
92,14
93,16
94,21
95,22
96,86
97,32
98,18
99,85
100,31
101,20
102,9
103,65
104,46
105,52
106,17
107,103
108,12
109,16
110,61
111,59
112,37
113,71
114,16
115,9
116,76
117,67
118,6
119,181
120,87
121,140
122,17
123,19
124,34
125,15
126,30
127,34
128,22
129,29
130,11
131,194
132,82
133,63
134,65
135,115
136,30
137,47
138,42
139,31
140,11
141,88
142,74
143,26
144,71
145,24
146,33
147,7
148,83
149,11
150,63
151,50
152,30
153,13
154,24
155,50
156,117
157,46
158,25
159,30
160,57
161,44
162,217
163,13
164,35
165,23
166,17
167,60
168,112
169,60
170,32
171,20
172,42
173,38
174,18
175,12
176,42
177,44
178,20
179,18
180,38
181,38
182,27
183,66
184,49
185,12
186,43
187,32
188,9
189,10
190,10
191,93
192,38
193,46
194,37
195,35
196,36
197,23
198,48
199,12
200,29
201,222
202,38
203,47
204,24
205,40
206,21
207,26
208,33
209,67
210,8
211,32
212,11
213,57
214,36
215,314
216,10
217,33
218,100
219,30
220,8
221,40
222,62
223,23
224,41
225,18
226,16
227,33
228,12
229,135
230,24
231,11
232,44
233,29
234,93
235,50
236,50
237,38
238,9
239,84
240,41
241,59
242,45
243,28
244,76
245,181
246,11
247,101
248,14
249,121
250,63
251,38
252,30
253,74
254,83
255,24
256,70
257,188
258,68
259,24
260,41
261,33
262,27
263,47
264,33
265,58
266,31
267,32
268,24
269,25
270,9
271,42
272,26
273,25
274,50
275,35
276,98
277,31
278,27
279,46
280,43
281,37
282,89
283,3
284,14
285,59
286,33
287,22
288,172
289,25
290,21
291,31
292,24
293,27
294,29
295,15
296,35
297,35
298,60
299,35
300,46
301,14
302,179
303,86
304,26
305,43
306,8
307,26
308,48
309,77
310,18
311,33
312,30
313,17
314,84
315,21
316,32
317,23
318,60
319,51
320,31
321,19
322,13
323,64
324,46
325,31
326,21
327,210
328,19
329,60
330,22
331,67
332,19
333,38
334,67
335,146
336,27
337,24
338,21
339,23
340,26
341,108
342,27
343,76
344,43
345,108
346,97
347,28
348,29
349,46
350,32
351,41
352,11
353,27
354,28
355,45
356,28
357,22
358,82
359,4
360,116
361,67
362,27
363,41
364,61
365,8
366,26
367,25
368,312
369,54
370,77
371,70
372,39
373,27
374,106
375,20
376,22
377,10
378,21
379,12
380,26
381,10
382,38
383,19
384,45
385,10
386,73
387,31
388,50
389,326
390,24
391,35
392,34
393,38
394,17
395,34
396,30
397,82
398,42
399,1335
400,22
401,20
402,65
403,26
404,15
405,35
406,710
407,50
408,48
409,27
410,46
411,34
412,43
413,107
414,7
415,76
416,44
417,42
418,34
419,20
420,114
421,117
422,40
423,25
424,31
425,30
426,22
427,87
428,48
429,15
430,205
431,41
432,43
433,69
434,70
435,58
436,57
437,135
438,40
439,60
440,66
441,21
442,86
443,21
444,130
445,179
446,134
447,31
448,56
449,24
450,42
451,42
452,88
453,20
454,36
455,33
456,39
457,37
458,21
459,30
460,31
461,63
462,24
463,36
464,40
465,32
466,63
467,8
468,47
469,48
470,38
471,11
472,40
473,14
474,30
475,22
476,23
477,67
478,60
479,11
480,23
481,14
482,38
483,61
484,82
485,17
486,64
487,48
488,25
489,12
490,27
491,48
492,31
493,16
494,92
495,34
496,32
497,30
498,85
499,31
500,17
501,82
502,25
503,62
504,12
505,54
506,31
507,143
508,28
509,74
510,20
511,31
512,106
513,43
514,62
515,23
516,12
517,34
518,53
519,20
520,142
521,7
522,44
523,42
524,58
525,69
526,37
527,40
528,117
529,30
530,92
531,63
532,55
533,38
534,31
535,48
536,11
537,57
538,22
539,23
540,24
541,66
542,23
543,57
544,21
545,278
546,12
547,14
548,16
549,53
550,210
551,29
552,124
553,68
554,59
555,106
556,29
557,109
558,28
559,14
560,73
561,41
562,103
563,31
564,66
565,20
566,94
567,33
568,65
569,41
570,33
571,23
572,16
573,20
574,35
575,32
576,72
577,156
578,31
579,38
580,147
581,52
582,60
583,40
584,21
585,99
586,63
587,236
588,32
589,25
590,10
591,29
592,43
593,17
594,12
595,20
596,10
597,38
598,24
599,172
600,17
601,19
602,18
603,26
604,8
605,184
606,100
607,155
608,15
609,17
610,8
611,60
612,20
613,40
614,45
615,17
616,27
617,13
618,15
619,111
620,55
621,19
622,18
623,72
624,76
625,43
626,30
627,15
628,39
629,42
630,21
631,17
632,53
633,12
634,77
635,23
636,125
637,24
638,24
639,56
640,48
641,91
642,8
643,82
644,185
645,30
646,44
647,41
648,40
649,9
650,54
651,78
652,105
653,39
654,29
655,41
656,47
657,16
658,131
659,25
660,58
661,17
662,31
663,42
664,30
665,21
666,41
667,39
668,41
669,37
670,26
671,127
672,20
673,32
674,20
675,113
676,161
677,31
678,57
679,56
680,37
681,72
682,29
683,14
684,52
685,13
686,54
687,50
688,40
689,17
690,22
691,51
692,12
693,58
694,12
695,21
696,83
697,15
698,40
699,33
700,33
701,31
702,40
703,37
704,5
705,45
706,22
707,32
708,25
709,69
710,18
711,109
712,35
713,67
714,47
715,27
716,16
717,32
718,15
719,71
720,24
721,33
722,68
723,19
724,69
725,47
726,45
727,200
728,62
729,66
730,72
731,209
732,21
733,37
734,23
735,41
736,87
737,17
738,25
739,189
740,36
741,46
742,30
743,50
744,40
745,18
746,20
747,39
748,10
749,418
750,50
751,37
752,23
753,14
754,27
755,27
756,66
757,12
758,195
759,27
760,7
761,28
762,14
763,54
764,45
765,59
766,49
767,46
768,32
769,8
770,95
771,83
772,31
773,30
774,38
775,32
776,25
777,37
778,48
779,81
780,4
781,31
782,63
783,92
784,148
785,29
786,16
787,17
788,51
789,28
790,49
791,25
792,108
793,53
794,97
795,20
796,113
797,75
798,50
799,28
800,24
801,36
802,74
803,87
804,108
805,56
806,36
807,51
808,40
809,67
810,12
811,42
812,39
813,17
814,17
815,37
816,18
817,27
818,10
819,37
820,134
821,43
822,26
823,46
824,4
825,35
826,23
827,14
828,40
829,33
830,55
831,35
832,58
833,49
834,30
835,16
836,26
837,19
838,237
839,121
840,31
841,35
842,28
843,64
844,27
845,34
846,12
847,33
848,48
849,21
850,24
851,30
852,97
853,34
854,14
855,23
856,11
857,100
858,107
859,93
860,13
861,23
862,14
863,60
864,21
865,15
866,28
867,112
868,35
869,41
870,63
871,27
872,84
873,49
874,60
875,22
876,119
877,5
878,49
879,65
880,17
881,70
882,78
883,49
884,26
885,20
886,71
887,23
888,15
889,13
890,63
891,33
892,23
893,7
894,52
895,39
896,55
897,50
898,112
899,22
900,46
901,47
902,61
903,37
904,30
905,49
906,57
907,20
908,3
909,5
910,24
911,29
912,58
913,11
914,39
915,14
916,52
917,36
918,56
919,135
920,86
921,76
922,29
923,41
924,19
925,67
926,85
927,38
928,15
929,28
930,30
931,12
932,23
933,60
934,32
935,79
936,21
937,52
938,85
939,57
940,49
941,64
942,4
943,27
944,6
945,30
946,53
947,38
948,24
949,31
950,23
951,109
952,227
953,66
954,30
955,15
956,45
957,37
958,259
959,62
960,34
961,11
962,23
963,125
964,18
965,20
966,334
967,44
968,25
969,97
970,7
971,266
972,85
973,126
974,36
975,27
976,22
977,80
978,19
979,35
980,26
981,33
982,45
983,22
984,83
985,34
986,37
987,32
988,34
989,78
990,39
991,24
992,42
993,17
994,105
995,61
996,171
997,35
998,63
999,31
1000,198
1001,0
1002,42
1003,36
1004,35
1005,12
1006,16
1007,40
1008,26
1009,81
1010,57
1011,63
1012,61
1013,38
1014,39
1015,32
1016,73
1017,8
1018,16
1019,48
1020,227
1021,42
1022,36
1023,26
